permitnum,comment_n_rows,comment_max_cycle,comment_n_distinct_cycles,comment_n_review_types,comment_n_subjects,comment_has_structural,comment_has_eca,comment_has_fire,comment_has_design_review,comment_has_geotech,comment_avg_length,comment_repeated_correction_rate,comment_unresolved_rate,comment_partial_rate,comment_resubmit_rate,comment_tfidf_23,comment_tfidf_23_44,comment_tfidf_44,comment_tfidf_area,comment_tfidf_building,comment_tfidf_code,comment_tfidf_drainage,comment_tfidf_floor,comment_tfidf_new,comment_tfidf_note,comment_tfidf_permit,comment_tfidf_plan,comment_tfidf_plans,comment_tfidf_project,comment_tfidf_proposed,comment_tfidf_provide,comment_tfidf_required,comment_tfidf_review,comment_tfidf_seattle,comment_tfidf_shall,comment_tfidf_sheet,comment_tfidf_site,comment_tfidf_smc,comment_tfidf_smc_23,comment_tfidf_src,comment_tfidf_stormwater,comment_tfidf_tree,comment_tfidf_trees,comment_tfidf_update,comment_tfidf_wall
7045935-CN,31,2,2,5,10,0,0,0,0,0,422.38709677419354,0.0,0.0,0.0,0.0,0.19502129184485006,0.1986479107798079,0.18949657246955465,0.11443721614984192,0.09089902760959633,0.1692347925905752,0.22721640454717482,0.10028517294931602,0.13049416758073945,0.18923393083623913,0.20663751343781567,0.2250409084453688,0.1586040891030228,0.14446685117662525,0.18502447394475655,0.14385562864835463,0.19126410722245774,0.19839436824946152,0.18369706866579785,0.20016485845893264,0.15995843861257822,0.18371767105351333,0.18977035469193393,0.19839436824946152,0.18245977658457652,0.29478138529518455,0.22835253390065918,0.23100201082335017,0.13273658570459632,0.0
7045940-CN,116,3,3,5,25,0,0,0,0,0,539.7413793103449,0.0,0.0,0.0,0.08620689655172414,0.21489694795756764,0.24640442880329824,0.2350530368844415,0.172020825637802,0.09701432866620746,0.15746668347521414,0.23316088849273578,0.16389389882397348,0.1566097849737501,0.16528953703095584,0.13342939109425617,0.20965040602192914,0.132914584303945,0.14660493322737708,0.17487815763191483,0.18057673188648526,0.192558351168551,0.19779451062634035,0.15329254382745847,0.13861563632067309,0.15710357938096062,0.18680024710991222,0.196022498977063,0.21044510363771352,0.16828053672525137,0.25813560236772937,0.21076392715979633,0.19276783307191944,0.14017801764912638,0.1396121709929863
7045941-CN,44,3,3,6,24,0,0,1,0,0,400.6818181818182,0.0,0.022727272727272728,0.0,0.1590909090909091,0.27995284094688333,0.0,0.0,0.20614069374168695,0.20295193019965033,0.21661747249551733,0.0,0.19785703264761473,0.10043828985476859,0.20066623691998217,0.11491781871100419,0.18993122176595445,0.15239803336994312,0.16536637906355856,0.17401079724707208,0.22867587994341357,0.13605236841180376,0.2498285709441154,0.1846036947400671,0.21020569191237265,0.2222105288953224,0.19370127065927906,0.24806203180402575,0.269694671068482,0.22527884185976627,0.0,0.0,0.0,0.21027870213453917,0.209210720513547
7045943-CN,33,3,3,7,13,0,0,1,0,0,321.8484848484849,0.0,0.0,0.0,0.12121212121212122,0.27562208917479397,0.0,0.0,0.23212614093431433,0.2343876172399739,0.18512859189894787,0.15074407166848047,0.12563646755390018,0.14377331527211473,0.0,0.2413826796840102,0.21319738177042666,0.22275521947169674,0.22028208962805823,0.16278792714463644,0.21319738177042666,0.15712582984811999,0.24157520465228483,0.19879241730787126,0.07592989631011308,0.2425046182375537,0.22370410195912446,0.24728603948376218,0.27123388526535297,0.17060706048649973,0.0,0.0,0.0,0.1662913395135621,0.1388675035835595
7046512-CN,46,2,2,10,20,1,0,1,1,0,393.4782608695652,0.0,0.0,0.0,0.2826086956521739,0.1779465583612538,0.0,0.0,0.0,0.2740203972096741,0.23320223107894927,0.0,0.11915363970829551,0.06497371087754694,0.19421742656265456,0.2526013837579548,0.20803166059094616,0.2280440962166927,0.17164801763458448,0.15438808808860152,0.23468343587489596,0.22262223068024223,0.20436637066146748,0.1885347505371493,0.18791063954233084,0.2544740411734074,0.13481671441382173,0.18632240715463558,0.1810243112138381,0.23629565195129237,0.0,0.15646591146257874,0.13035499956119048,0.1386977526502961,0.2934519329616089
7046515-CN,25,1,1,6,12,0,0,0,0,0,245.08,0.0,0.0,0.0,0.16,0.23009855676948593,0.1553751551708628,0.1482173119073978,0.1557362248185612,0.24129087609993405,0.1879688295042937,0.1637508679803374,0.13647688021310317,0.17758793601947573,0.07223838105758104,0.2622101345424993,0.18298613648974502,0.1537621536969032,0.20745889677634513,0.07410398228762857,0.18298613648974502,0.17068326956396196,0.13453535241743048,0.16733825456735052,0.13965319875709425,0.27400319263907846,0.17558496099030962,0.21341102885747507,0.2340783274152048,0.24830730546008054,0.3020332852462973,0.0,0.0,0.12816920707257726,0.15084954250194366
7046519-CN,22,1,1,6,10,0,0,0,0,0,564.9545454545455,0.0,0.0,0.0,0.045454545454545456,0.1345647905492162,0.12755174530011382,0.12167567457416265,0.22169258061099004,0.16744404698342827,0.17420603487127392,0.2889233398741886,0.06617122955775852,0.17997565860141476,0.1896033372835098,0.14669474311352587,0.2134625312499981,0.14353112434253504,0.21436950381177805,0.1587425473893769,0.13737258316536152,0.18081886244488488,0.170213306013932,0.18405566651984018,0.20851291998368987,0.2423880638050841,0.2382612261434042,0.15518479289725962,0.11044377710540922,0.196332930314854,0.2734976524055516,0.20652071630437607,0.1519223940820391,0.19868585914755624,0.0
7046583-CN,21,2,2,5,14,1,0,0,0,0,465.23809523809524,0.0,0.0,0.0,0.38095238095238093,0.24663781185352093,0.0,0.0,0.22416624880010283,0.209150149064648,0.22745952598573294,0.0,0.17345622187014686,0.28788709903135395,0.12541688579964846,0.27915405998759885,0.2298993053639437,0.26181931813853515,0.1222645561936879,0.22384857828013982,0.26166968632373844,0.12418094110136173,0.21260916089255608,0.1876339772036767,0.08457645394958409,0.25024034540401924,0.0,0.1772616038567424,0.19442809477964573,0.0,0.0,0.0,0.0,0.0776215449141502,0.30171478911098454
7046589-CN,12,1,1,4,7,0,0,0,0,0,735.4166666666666,0.0,0.0,0.0,0.08333333333333333,0.11740097271512379,0.13793172283471744,0.13157746592649486,0.06587794095458027,0.06485888366643686,0.1883826713735938,0.3060728793570854,0.0,0.23023067104979247,0.16733914965389307,0.18037822528974762,0.24218369947861632,0.11012718519280129,0.17453123055454525,0.18365473529317672,0.10540191875430038,0.21575432642440112,0.19692565209179155,0.2055927621931847,0.07322152357503134,0.11106758149719738,0.2011489870976038,0.17953864625319677,0.11943153280011624,0.1645216114935642,0.35612708037251434,0.28110429843792356,0.2728088711457086,0.11378009261802151,0.0
7046591-CN,12,2,2,3,8,0,0,0,0,0,307.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.21938217211291378,0.2677122750622053,0.35112847972519173,0.0,0.0,0.1299387348490661,0.12612965085870514,0.0,0.0,0.26847178019692985,0.12295940603835034,0.12938702773153266,0.3194974357057907,0.26208872570567876,0.0,0.3194974357057907,0.0,0.3601946061463716,0.0,0.0,0.0,0.3785676868357412,0.0,0.0,0.0,0.22378598609533376,0.1555601935343452
7046592-CN,32,2,2,5,28,0,0,0,0,0,291.4375,0.0,0.0,0.0,0.15625,0.14831508371187507,0.174252006143037,0.16622454160442005,0.11368701261103176,0.15775008814567124,0.15553265859452073,0.2443012045922178,0.12348602124831284,0.14131243109820782,0.17055862410305284,0.13044604990627306,0.2308972863336708,0.11224594616188369,0.19621998723835607,0.20647725739966316,0.18691726938844527,0.2255364806221475,0.07189528680238214,0.17713644692957853,0.07463024845959022,0.21376759555282257,0.1588715113495966,0.1564156088414392,0.12172930214500195,0.14747122150741826,0.2335928445270772,0.30477774356953136,0.29586191959833974,0.11596913267089849,0.24824468638523794
7046646-CN,37,3,3,5,19,0,0,0,0,0,295.56756756756755,0.0,0.05405405405405406,0.0,0.0,0.25343113378746635,0.2915495578782297,0.27811841416332866,0.15038202771592804,0.11907226994329012,0.1173985189286409,0.0,0.1493756908019297,0.15080923953877595,0.19550176871126543,0.0,0.19414049017526427,0.09633930098319833,0.1526799828936463,0.19005841398496653,0.19414049017526427,0.1449457359654773,0.10447874759689431,0.16770064043588453,0.13442496274873195,0.22929676983630595,0.22539282122346105,0.23505144823781868,0.2524452668971443,0.1928328564014489,0.0,0.2682242764048983,0.2326945868801426,0.1641188710824834,0.06918960048674662
7046817-CN,5,1,1,3,5,0,1,0,0,1,404.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13921863653098224,0.4043606237439365,0.0,0.0,0.24010137579054086,0.0,0.16225123131150976,0.2262436629682005,0.3331591526591041,0.13419089810208315,0.0,0.2262436629682005,0.1362942174930491,0.4662557118180404,0.3730436997422931,0.0,0.0,0.0,0.2896943776676174,0.0,0.14798811774151466,0.0,0.0,0.0,0.14424457147993916,0.0
7047090-CN,24,1,1,6,17,1,0,0,0,0,370.3333333333333,0.0,0.0,0.0,0.0,0.1358366949014741,0.15959143198411144,0.15223935272100136,0.2517325897397626,0.23109302863537598,0.21796479930530477,0.0,0.08279276192124843,0.12942320570821297,0.2645144278059024,0.08745920100332745,0.21218697068456935,0.07525671167685369,0.12247156723471422,0.181632499084319,0.15115810111068534,0.20510343441141543,0.17127813159537517,0.21218697068456935,0.14344284288113732,0.25789801739380713,0.23273583649446125,0.1561556026488453,0.13818611811633558,0.2710530758048688,0.0,0.1840769898267311,0.1533583622387146,0.18554147166633056,0.28180535787283856
7047183-CN,53,2,2,7,21,0,1,1,0,1,480.0566037735849,0.0,0.0,0.0,0.20754716981132076,0.18802113382538382,0.21308288500234823,0.20326655438438998,0.18150693770370296,0.1813638786036921,0.1517978751774332,0.24341478174404538,0.1342097753730769,0.15182223995575744,0.18181346905441242,0.1600552090501954,0.2119867900491095,0.1868041113521405,0.1323746641227418,0.1561594859163152,0.19052831656536381,0.17217861408325033,0.21183052726444224,0.17649372478637607,0.17381329766575915,0.21055999472090972,0.19207466916128232,0.18695514400115212,0.1766874346447747,0.18033418397390824,0.2685596236141468,0.1677969518059059,0.0562674924132335,0.14874204802504415,0.17506287514655883
7047186-CN,14,2,2,4,8,0,0,0,0,0,674.0,0.0,0.0,0.0,0.2857142857142857,0.22754329577751087,0.23846354182209648,0.22747797173828038,0.06545955687925092,0.20605144127823175,0.17739137368991992,0.17903450522717704,0.1492149081422615,0.17129790147595642,0.06372115428052659,0.12717093104676572,0.19048413658670252,0.2134454433718861,0.13036481987268994,0.21587939553996888,0.22051605498604465,0.20172313601190686,0.1186730353320458,0.19776980820861886,0.12318746480041663,0.20072321846041982,0.18119947214411908,0.1967818127191253,0.21583869321855578,0.23277802199183656,0.0954316512620994,0.1965630551884691,0.16324225875958198,0.0,0.25954874409786566
7047255-CN,10,1,1,5,7,0,0,0,0,0,449.2,0.0,0.0,0.0,0.0,0.22937776598568066,0.0,0.0,0.2549578185882534,0.26487397324608863,0.0,0.11902050935500721,0.2367125560516188,0.19220052160390852,0.0,0.2500543590926718,0.08629867451568936,0.215166255692888,0.22614783840640093,0.21761983055618228,0.0,0.22969249859179866,0.0,0.22519103307405033,0.21302044769512737,0.1908425167356719,0.0905516161712685,0.21274251226648677,0.2333450698778337,0.0,0.0,0.30959340319928924,0.22774553491632163,0.22230329830140785,0.0
7047431-CN,25,3,3,4,12,0,1,0,0,1,522.64,0.0,0.0,0.0,0.16,0.0,0.0,0.07608609334977248,0.2472415670258799,0.1075183672686623,0.19280216137220374,0.084060111918926,0.1955885546049053,0.19055046211888887,0.1849645780062258,0.17660483495705195,0.2661858072742262,0.1961057243047135,0.12845347099167886,0.13516829129955482,0.2640469983508312,0.06216815853667751,0.22808503431017987,0.23363358658602706,0.07168977888268031,0.2566300239103469,0.25554109231687944,0.20794689699225097,0.0,0.18844968558655192,0.0,0.3314617331556831,0.27891682729240874,0.06579456966527066,0.07743732648278108
7047658-CN,40,2,2,5,9,0,0,0,0,0,373.1,0.0,0.0,0.0,0.175,0.19916529384581425,0.20286897470555493,0.19352317986232292,0.05568865197297455,0.13083386556428578,0.17852628158891917,0.28235096528154574,0.060488616095074846,0.1645198161248736,0.19325495736425308,0.1340969792863596,0.26719826176962674,0.09309390063046333,0.14753662327528003,0.14511014939821995,0.11043651806714458,0.17161267279865888,0.19692687956922333,0.16205127707046604,0.1477030505350065,0.22685757131886267,0.22063223071110497,0.19783154125370592,0.20261004465703994,0.1627060216844073,0.32440120905472986,0.19734245840298062,0.21854860779931376,0.09618181575569221,0.06685879725760088
7047720-CN,23,2,2,6,12,0,1,0,0,1,424.3478260869565,0.0,0.0,0.0,0.043478260869565216,0.08074123021974637,0.0948610282389041,0.09049095780390744,0.2606563951434546,0.21084623292865082,0.17769035226069033,0.0,0.0,0.16144426442370138,0.2537341705471692,0.14902982285726724,0.22322567664615486,0.0,0.189959273356046,0.12969917787354748,0.20237188727790922,0.1929367109378381,0.25293832443734,0.18915557765434363,0.22248672746716408,0.2779712498024442,0.2240700243270265,0.20906258933436808,0.08213772562779748,0.23650308776469484,0.0,0.24644400506456698,0.15434068731813086,0.2501860513536248,0.0920980107493152
7047747-CN,56,4,4,7,22,1,1,0,0,1,408.67857142857144,0.0,0.0,0.0,0.21428571428571427,0.20390309079525853,0.20272128064268685,0.19338228978913902,0.14861955016253742,0.1463205736985015,0.15912973757974339,0.06937921989764081,0.17034303642897985,0.1644000412795526,0.15958074266178465,0.10342195293591262,0.21017727851893134,0.18316770514726965,0.15556971100184108,0.18525639547498582,0.24398700082273655,0.1580081236991629,0.22483683554075728,0.16613676489296783,0.14119545078097318,0.21439654403358474,0.17432425991420367,0.21924748445793998,0.207429786254419,0.21674444296041465,0.0,0.21839021413486018,0.1327570150160895,0.18451831856114362,0.28541897025129614
7047749-CN,50,2,2,6,19,0,0,0,0,0,360.54,0.0,0.0,0.0,0.1,0.21683253556914592,0.23818006688794133,0.22720755596500314,0.15612191919199972,0.14804445840446964,0.1323275203282377,0.22686921645872016,0.14807293328116336,0.13671014692323857,0.18749364566320575,0.15641875128296578,0.21399149774154855,0.1258048884927713,0.12936710892731798,0.17744499416671294,0.16791651982540712,0.19664109189227438,0.15402616877712072,0.18200770310901812,0.11389946782073915,0.18029717855953564,0.19346080444056776,0.2065093028061749,0.22058285791888307,0.1821809769038118,0.21922096248362435,0.22726881759473613,0.2346849881588084,0.15338901453599618,0.09926069341798699
7047752-CN,27,1,1,7,12,0,0,0,0,0,204.0,0.0,0.0,0.0,0.0,0.2551919573000295,0.29981920515571947,0.2860070942328288,0.12081329760355744,0.16763839517303888,0.24137518177369965,0.0,0.16265191529183512,0.170756032462649,0.06945933162692283,0.0,0.23497678883120515,0.0,0.11464889539734734,0.2421107829186888,0.14150312365553241,0.20260447368268908,0.0,0.22268339384091013,0.1342806649763864,0.12030047035535994,0.2465568342829203,0.2300456231562131,0.24427411432786456,0.15671521454163903,0.0,0.3194427201834023,0.17794244807292983,0.0,0.0
7047787-CN,46,2,2,7,20,0,1,0,0,1,364.0,0.0,0.0,0.0,0.2391304347826087,0.2301600711563887,0.2676552924568299,0.25532491293163434,0.14611573365404792,0.08724552286102277,0.0,0.16277003912139876,0.19316832662858374,0.16163036840070238,0.12157760206158014,0.10167958732642207,0.20453149435027926,0.18804755592780698,0.15879881751219355,0.19379773918753862,0.18658307052071393,0.18705705715803025,0.19978212474196375,0.11802032022183294,0.12208152380121329,0.20824182125039403,0.18084895496129538,0.22816653797517222,0.23175583675183833,0.1429304879152589,0.1291912422802516,0.23431060949164595,0.22632639473643062,0.1490488184381026,0.20090187144786087
7047884-CN,33,2,2,5,22,0,0,0,0,0,318.4848484848485,0.0,0.0,0.0,0.12121212121212122,0.26724313774886327,0.3086068637570936,0.2943899218118151,0.13985714557757087,0.09769780575943307,0.18788672629003114,0.0,0.1777237982865813,0.09951473034901948,0.19882105207206877,0.11386111569461503,0.17707105568852466,0.21456854734597358,0.09416954959577997,0.19886334971407058,0.20536197810735388,0.1474066649523662,0.06275450712678038,0.11622689756281555,0.2270129012622878,0.17971535956839724,0.17895279200173653,0.23406396801023846,0.2567313527952355,0.2025692800949238,0.0,0.18828707459295368,0.11791869921194875,0.059784995349874734,0.22497053567648947
7047999-CN,16,1,1,8,11,0,1,0,0,1,372.75,0.0,0.0,0.0,0.0625,0.22837991779843198,0.26831835200570603,0.2559574265652386,0.20757186049215867,0.11745544264920474,0.11580441872563456,0.0,0.16061575228318017,0.14829045799427917,0.14394340312934287,0.08084795876343394,0.19614726934666782,0.16600944854544913,0.1595615081644741,0.11913182891324967,0.18588346855636018,0.06791387150965096,0.2689593359689667,0.15888642188938304,0.1643538710886331,0.21605958235074266,0.21514279910882822,0.2026321766924412,0.18003513723132042,0.12485404475487717,0.17392542391658627,0.28256736077373246,0.21848582808083047,0.18755450656521092,0.14323051303333384
